Machine Name,Server IP Addresses,Discovery Source,Server Host Type,SQL Instance,SQL Database name,Database size (MB),Compatibility Level,DB Status,SQL Version,SQL Edition,Total DB size (MB),Failover Cluster,Availability Group,Server Cores,Server Storage,Server Memory (MB),Server Disks,Operating System,Last updated time,First discovered time
DC01-DB24-PBRS,10.17.18.48;fe80::c941:a0b3:7b91:82b,HICP1312,HyperV,MSSQLSERVER,OLCCTempData,74.9921875 MB,-,Online,SQL Server 2016,Enterprise Edition: Core-based Licensing,0 MB,No,No,4,290 GB,32768 MB,5,Windows Server 2012 R2 Standard,2/20/2025 11:13:13 AM,2/19/2025 11:07:43 AM
HICP6508,10.17.18.46;fe80::dc4c:7a94:ac30:69ec,HICP1317,HyperV,MSSQLSERVER,DBA,41.1796875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,4,205 GB,16384 MB,4,Windows Server 2019 Standard,2/20/2025 11:13:42 AM,2/19/2025 11:07:43 AM
DC01-DB11-SSRS,10.17.18.43;fe80::a9e9:6586:9743:8064,HICP1315,HyperV,MSSQLSERVER,NaviMon,127.9921875 MB,-,Online,SQL Server 2016,Standard Edition,0 MB,No,No,2,280 GB,16384 MB,3,Windows Server 2012 R2 Standard,2/19/2025 11:07:43 AM,2/19/2025 11:07:43 AM
HICP6508,10.17.18.46;fe80::dc4c:7a94:ac30:69ec,HICP1317,HyperV,MSSQLSERVER,SSISDB,49.9296875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,4,205 GB,16384 MB,4,Windows Server 2019 Standard,2/19/2025 11:07:44 AM,2/19/2025 11:07:44 AM
FLOLVSQLPRD24,10.17.18.165;fe80::901d:82b:1cad:7aed,HICP1310B,HyperV,MSSQLSERVER,Traka,5404.9921875 MB,-,Online,SQL Server 2012,Standard Edition,0 MB,No,No,4,640 GB,32768 MB,7,Windows Server 2019 Standard,2/20/2025 11:13:49 AM,2/19/2025 11:07:44 AM
DC01-DB27-SSISE,10.17.18.142;fe80::c52f:bfc0:772:2f36,HICP1317,HyperV,MSSQLSERVER,LiteSpeedLocal,399.9921875 MB,-,Online,SQL Server 2016,Standard Edition,0 MB,No,No,2,385 GB,16384 MB,4,Windows Server 2016 Standard,2/20/2025 11:13:20 AM,2/19/2025 11:07:44 AM
DC01-DB24-PBRS,10.17.18.48;fe80::c941:a0b3:7b91:82b,HICP1312,HyperV,MSSQLSERVER,LiteSpeedLocal,399.9921875 MB,-,Online,SQL Server 2016,Enterprise Edition: Core-based Licensing,0 MB,No,No,4,290 GB,32768 MB,5,Windows Server 2012 R2 Standard,2/19/2025 11:07:44 AM,2/19/2025 11:07:44 AM
HICP2279,10.17.19.129;fe80::2f4:3e10:1a1f:dc90,HICP1315,HyperV,SQLEXPRESS,Netwrix_Auditor_API,15.9921875 MB,-,Online,SQL Server 2016,Express Edition,0 MB,No,No,2,220 GB,8192 MB,3,Windows Server 2019 Standard,2/20/2025 11:14:02 AM,2/19/2025 11:07:45 AM
HICP6505,10.17.19.182;fe80::ff49:97c6:d58b:8bb1,HICP1316,HyperV,MSSQLSERVER,LiteSpeedCentral,143139.7421875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,1110 GB,32768 MB,7,Windows Server 2019 Datacenter,2/19/2025 11:07:45 AM,2/19/2025 11:07:45 AM
DC01-DB11-SSRS,10.17.18.43;fe80::a9e9:6586:9743:8064,HICP1315,HyperV,MSSQLSERVER,ReportServer,469.9921875 MB,-,Online,SQL Server 2016,Standard Edition,0 MB,No,No,2,280 GB,16384 MB,3,Windows Server 2012 R2 Standard,2/20/2025 11:13:16 AM,2/19/2025 11:07:45 AM
FLOLVSQLPRD24,10.17.18.165;fe80::901d:82b:1cad:7aed,HICP1310B,HyperV,MSSQLSERVER,OLRCreditCardsMQ,20.9921875 MB,-,Online,SQL Server 2012,Standard Edition,0 MB,No,No,4,640 GB,32768 MB,7,Windows Server 2019 Standard,2/20/2025 11:14:07 AM,2/19/2025 11:07:46 AM
HICP6508,10.17.18.46;fe80::dc4c:7a94:ac30:69ec,HICP1317,HyperV,MSSQLSERVER,SSISManager,468.1171875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,4,205 GB,16384 MB,4,Windows Server 2019 Standard,2/20/2025 11:13:25 AM,2/19/2025 11:07:46 AM
HICP6505,10.17.19.182;fe80::ff49:97c6:d58b:8bb1,HICP1316,HyperV,MSSQLSERVER,ReportServerTempDB,79.9921875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,1110 GB,32768 MB,7,Windows Server 2019 Datacenter,2/20/2025 11:13:19 AM,2/19/2025 11:07:46 AM
HICP6505,10.17.19.182;fe80::ff49:97c6:d58b:8bb1,HICP1316,HyperV,MSSQLSERVER,DBA,7695.9921875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,1110 GB,32768 MB,7,Windows Server 2019 Datacenter,2/20/2025 11:14:06 AM,2/19/2025 11:07:47 AM
FLOLVSQLPRD24,10.17.18.165;fe80::901d:82b:1cad:7aed,HICP1310B,HyperV,MSSQLSERVER,CxActivity,62.4921875 MB,-,Online,SQL Server 2012,Standard Edition,0 MB,No,No,4,640 GB,32768 MB,7,Windows Server 2019 Standard,2/19/2025 11:07:47 AM,2/19/2025 11:07:47 AM
HICP6506,10.17.19.82;fe80::5de3:34ae:48c5:68a4,HICP1318,HyperV,MSSQLSERVER,model_replicatedmaster,6.6796875 MB,-,Online,SQL Server 2022,Standard Edition,0 MB,No,No,4,501 GB,16384 MB,7,Windows Server 2019 Standard,2/20/2025 11:13:51 AM,2/19/2025 11:07:47 AM
DC01-DB27-SSISE,10.17.18.142;fe80::c52f:bfc0:772:2f36,HICP1317,HyperV,MSSQLSERVER,DBA,46.8046875 MB,-,Online,SQL Server 2016,Standard Edition,0 MB,No,No,2,385 GB,16384 MB,4,Windows Server 2016 Standard,2/20/2025 11:13:48 AM,2/19/2025 11:07:47 AM
DC01-COMSRV,10.17.18.26;192.168.130.11,HICP1316,HyperV,COMMVAULT,WFEngine,402.4921875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,300 GB,32768 MB,2,Windows Server 2022 Standard,2/20/2025 11:13:20 AM,2/19/2025 11:07:47 AM
DC01-DB24-PBRS,10.17.18.48;fe80::c941:a0b3:7b91:82b,HICP1312,HyperV,MSSQLSERVER,ReportServerTempDB,739.9921875 MB,-,Online,SQL Server 2016,Enterprise Edition: Core-based Licensing,0 MB,No,No,4,290 GB,32768 MB,5,Windows Server 2012 R2 Standard,2/19/2025 11:07:48 AM,2/19/2025 11:07:48 AM
DC01-DB11-SSRS,10.17.18.43;fe80::a9e9:6586:9743:8064,HICP1315,HyperV,MSSQLSERVER,RSExecutionLog,3279.9921875 MB,-,Online,SQL Server 2016,Standard Edition,0 MB,No,No,2,280 GB,16384 MB,3,Windows Server 2012 R2 Standard,2/19/2025 11:07:48 AM,2/19/2025 11:07:48 AM
HICP2279,10.17.19.129;fe80::2f4:3e10:1a1f:dc90,HICP1315,HyperV,SQLEXPRESS,Netwrix_FileServer_1210,11111.9921875 MB,-,Online,SQL Server 2016,Express Edition,0 MB,No,No,2,220 GB,8192 MB,3,Windows Server 2019 Standard,2/19/2025 11:07:48 AM,2/19/2025 11:07:48 AM
DC01-COMSRV,10.17.18.26;192.168.130.11,HICP1316,HyperV,COMMVAULT,HistoryDB,4708.2421875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,300 GB,32768 MB,2,Windows Server 2022 Standard,2/20/2025 11:13:17 AM,2/19/2025 11:07:49 AM
HICS6508,10.17.33.238;fe80::2909:ae36:61f9:86c1,HICP1326B,HyperV,MSSQLSERVER,SSISManager,7.9921875 MB,-,Online,SQL Server 2019,Developer Edition,0 MB,No,No,4,165 GB,16384 MB,4,Windows Server 2019 Standard,2/20/2025 11:13:57 AM,2/19/2025 11:07:49 AM
DC01-DB27-SSISE,10.17.18.142;fe80::c52f:bfc0:772:2f36,HICP1317,HyperV,MSSQLSERVER,NaviMon,127.9921875 MB,-,Online,SQL Server 2016,Standard Edition,0 MB,No,No,2,385 GB,16384 MB,4,Windows Server 2016 Standard,2/19/2025 11:07:50 AM,2/19/2025 11:07:50 AM
HICP6505,10.17.19.182;fe80::ff49:97c6:d58b:8bb1,HICP1316,HyperV,MSSQLSERVER,LiteSpeedLocal,1807.9921875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,1110 GB,32768 MB,7,Windows Server 2019 Datacenter,2/19/2025 11:07:50 AM,2/19/2025 11:07:50 AM
HICP2279,10.17.19.129;fe80::2f4:3e10:1a1f:dc90,HICP1315,HyperV,SQLEXPRESS,Netwrix_FileServer_1210_Server,15.9921875 MB,-,Online,SQL Server 2016,Express Edition,0 MB,No,No,2,220 GB,8192 MB,3,Windows Server 2019 Standard,2/20/2025 11:13:23 AM,2/19/2025 11:07:50 AM
DC01-COMSRV,10.17.18.26;192.168.130.11,HICP1316,HyperV,COMMVAULT,CVCloud,635.5546875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,300 GB,32768 MB,2,Windows Server 2022 Standard,2/19/2025 11:07:51 AM,2/19/2025 11:07:51 AM
DC01-DB24-PBRS,10.17.18.48;fe80::c941:a0b3:7b91:82b,HICP1312,HyperV,MSSQLSERVER,ReportServer,3967.9921875 MB,-,Online,SQL Server 2016,Enterprise Edition: Core-based Licensing,0 MB,No,No,4,290 GB,32768 MB,5,Windows Server 2012 R2 Standard,2/19/2025 11:07:52 AM,2/19/2025 11:07:52 AM
FLOLVSQLPRD24,10.17.18.165;fe80::901d:82b:1cad:7aed,HICP1310B,HyperV,MSSQLSERVER,LiteSpeedLocal,580.9296875 MB,-,Online,SQL Server 2012,Standard Edition,0 MB,No,No,4,640 GB,32768 MB,7,Windows Server 2019 Standard,2/20/2025 5:35:23 AM,2/19/2025 11:07:52 AM
FLOLVSQLPRD24,10.17.18.165;fe80::901d:82b:1cad:7aed,HICP1310B,HyperV,MSSQLSERVER,CxDB,6632.6796875 MB,-,Online,SQL Server 2012,Standard Edition,0 MB,No,No,4,640 GB,32768 MB,7,Windows Server 2019 Standard,2/20/2025 11:14:06 AM,2/19/2025 11:07:53 AM
HICP2279,10.17.19.129;fe80::2f4:3e10:1a1f:dc90,HICP1315,HyperV,SQLEXPRESS,Netwrix_Self_Audit,15.9921875 MB,-,Online,SQL Server 2016,Express Edition,0 MB,No,No,2,220 GB,8192 MB,3,Windows Server 2019 Standard,2/19/2025 11:07:53 AM,2/19/2025 11:07:53 AM
HICP6506,10.17.19.82;fe80::5de3:34ae:48c5:68a4,HICP1318,HyperV,MSSQLSERVER,DBA,463.9921875 MB,-,Online,SQL Server 2022,Standard Edition,0 MB,No,No,4,501 GB,16384 MB,7,Windows Server 2019 Standard,2/20/2025 11:13:54 AM,2/19/2025 11:07:53 AM
HICP6505,10.17.19.182;fe80::ff49:97c6:d58b:8bb1,HICP1316,HyperV,MSSQLSERVER,SSISDB,45.0546875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,1110 GB,32768 MB,7,Windows Server 2019 Datacenter,2/20/2025 11:14:09 AM,2/19/2025 11:07:54 AM
FLOLVSQLPRD24,10.17.18.165;fe80::901d:82b:1cad:7aed,HICP1310B,HyperV,MSSQLSERVER,IAM,91777.9921875 MB,-,Online,SQL Server 2012,Standard Edition,0 MB,No,No,4,640 GB,32768 MB,7,Windows Server 2019 Standard,2/19/2025 11:07:55 AM,2/19/2025 11:07:55 AM
HICS6508,10.17.33.238;fe80::2909:ae36:61f9:86c1,HICP1326B,HyperV,MSSQLSERVER,LiteSpeedLocal,473.6171875 MB,-,Online,SQL Server 2019,Developer Edition,0 MB,No,No,4,165 GB,16384 MB,4,Windows Server 2019 Standard,2/20/2025 11:13:27 AM,2/19/2025 11:07:56 AM
